agent,ctrl_index,x,y
1,1,0.0,0.0
1,2,50.749999999491344,-85.85254037870352
1,3,150.74999999853168,-85.85254037897985
1,4,250.7499999839129,-86.85254035638647
1,5,350.2505894971716,-86.35253630073328
1,6,449.250609848254,-86.35253669456951
1,7,549.250592402593,-86.35253632864818
1,8,649.2500001017169,-86.85254037490479
1,9,749.2500000016951,-85.85254037905361
1,10,849.2500000008847,-85.85254037878958
1,11,900.7499999990775,-0.7499999995861533
1,12,1000.7499999981877,-0.7499999998413563
1,13,999.2500000001136,0.24999999979681264
2,1,0.0,0.0
2,2,100.74999999831809,0.7499999994283667
2,3,149.25000000160895,-87.35254037792356
2,4,249.25000000253505,-87.35254037795856
2,5,350.24999903777285,-86.3525407847086
2,6,450.2505909577336,-86.85254445986614
2,7,550.250590967415,-86.85254448523594
2,8,650.2505910023975,-86.85254446202244
2,9,750.7499999971309,-87.35254037719581
2,10,850.7499999998358,-87.3525403783087
2,11,949.7500000003191,-86.35254037855185
2,12,999.7500000000512,-0.7499999999610273
2,13,1000.0,0.0
